46	408	2020	3	16	2019	8	8	¿Õµ÷	676.5475835	311.9408778	ºúð©î£	ÎÞ	0
42	700	2020	2	21	2020	9	25	¿Õµ÷	483.0809493	18.84406649	ºúð©î£	ÎÞ	1
4	503	2020	12	12	2019	8	21	¿Õµ÷	744.0270086	349.7233632	ºúð©î£	ÎÞ	0
26	906	2020	6	21	2019	11	26	¿Õµ÷	611.2366483	281.5914853	ºúð©î£	ÎÞ	0
29	100	2020	1	2	2020	8	15	¿Õµ÷	95.27852611	331.1419826	ºúð©î£	ÎÞ	0
38	702	2019	4	1	2020	6	10	¿Õµ÷	358.4271737	84.85518628	ºúð©î£	ÎÞ	0
36	305	2019	5	12	2020	2	16	¿Õµ÷	425.7907215	480.041149	ºúð©î£	ÎÞ	0
9	906	2020	8	14	2020	9	4	¿Õµ÷	809.6108491	16.96571857	ºúð©î£	ÎÞ	1
41	700	2019	2	28	2019	8	13	¿Õµ÷	287.2754886	323.2489758	ºúð©î£	ÎÞ	0
40	702	2020	7	1	2019	5	11	¿Õµ÷	664.3755495	269.2331765	ºúð©î£	ÎÞ	0
22	604	2020	10	15	2020	8	28	¿Õµ÷	315.8815072	441.6313674	ºúð©î£	ÎÞ	1
14	301	2020	2	8	2020	7	8	¿Õµ÷	344.9556785	386.7492371	ºúð©î£	ÎÞ	0
7	407	2019	10	11	2019	8	1	¿Õµ÷	659.9180953	125.1129167	ºúð©î£	ÎÞ	0
45	200	2019	9	25	2019	6	22	¿Õµ÷	500.7700878	388.4083507	ºúð©î£	ÎÞ	1
50	905	2019	9	28	2020	2	2	¿Õµ÷	145.509847	99.49118393	ºúð©î£	ÎÞ	0
20	109	2020	7	18	2019	1	6	¿Õµ÷	318.0898817	85.77896818	ºúð©î£	ÎÞ	1
20	506	2020	11	1	2019	2	23	¿Õµ÷	7.577810476	71.60288015	ºúð©î£	ÎÞ	1
27	800	2020	4	21	2019	11	3	¿Õµ÷	521.0767304	225.6944057	ºúð©î£	ÎÞ	0
31	403	2020	8	3	2019	7	19	¿Õµ÷	570.5742913	277.6321968	ºúð©î£	ÎÞ	1
21	202	2020	4	24	2019	8	28	¿Õµ÷	999.077945	334.314682	ºúð©î£	ÎÞ	0
32	705	2020	10	19	2020	5	18	¿Õµ÷	402.5636189	409.8717975	ºúð©î£	ÎÞ	1
22	706	2020	5	5	2020	12	3	¿Õµ÷	367.3556236	152.2531023	ºúð©î£	ÎÞ	0
49	805	2020	9	28	2020	7	11	¿Õµ÷	779.390379	222.4747131	ºúð©î£	ÎÞ	1
7	204	2020	4	7	2019	9	9	¿Õµ÷	702.0431924	118.8956489	ºúð©î£	ÎÞ	1
24	400	2019	4	21	2020	2	15	¿Õµ÷	239.2280198	199.3725706	ºúð©î£	ÎÞ	1
50	709	2019	7	10	2019	4	22	¿Õµ÷	653.0715373	94.81984281	ºúð©î£	ÎÞ	0
22	100	2020	1	16	2019	5	14	¿Õµ÷	864.1330985	166.6637411	ºúð©î£	ÎÞ	1
45	405	2019	6	2	2019	7	21	¿Õµ÷	380.9544577	280.1657559	ºúð©î£	ÎÞ	0
41	701	2019	6	13	2020	9	3	¿Õµ÷	757.4724806	197.6132728	ºúð©î£	ÎÞ	1
34	300	2019	1	20	2019	11	14	¿Õµ÷	565.2894353	251.5523241	ºúð©î£	ÎÞ	0
28	501	2019	11	18	2020	5	15	¿Õµ÷	463.3624661	459.3953587	ºúð©î£	ÎÞ	1
36	203	2019	4	12	2020	2	1	¿Õµ÷	23.97815276	478.4334891	ºúð©î£	ÎÞ	1
9	803	2020	4	14	2019	9	18	¿Õµ÷	816.5557074	291.07125	ºúð©î£	ÎÞ	1
28	505	2020	6	20	2019	1	11	¿Õµ÷	818.7655425	222.7286258	ºúð©î£	ÎÞ	0
50	1005	2020	6	28	2020	5	18	¿Õµ÷	56.91481641	62.64854932	ºúð©î£	ÎÞ	1
5	504	2020	1	27	2019	2	18	¿Õµ÷	332.3015871	131.0912462	ºúð©î£	ÎÞ	0
32	507	2020	1	22	2019	3	9	¿Õµ÷	316.5723366	276.5541325	ºúð©î£	ÎÞ	0
29	200	2020	10	3	2019	11	4	¿Õµ÷	462.2900212	449.0720583	ºúð©î£	ÎÞ	1
41	601	2020	2	12	2020	10	10	¿Õµ÷	836.5370599	37.67240095	ºúð©î£	ÎÞ	1
24	304	2019	10	3	2020	6	28	¿Õµ÷	828.7385082	331.5336791	ºúð©î£	ÎÞ	0
17	605	2019	12	17	2020	1	12	¿Õµ÷	611.8952726	119.9297152	ºúð©î£	ÎÞ	1
13	207	2020	6	16	2019	7	12	¿Õµ÷	769.6271868	135.1952743	ºúð©î£	ÎÞ	0
20	1000	2020	1	22	2019	7	22	¿Õµ÷	631.0674306	157.3893852	ºúð©î£	ÎÞ	0
17	301	2020	12	9	2019	1	28	¿Õµ÷	539.7991096	139.5937295	ºúð©î£	ÎÞ	1
2	401	2019	3	8	2020	9	16	¿Õµ÷	472.5695639	329.1589808	ºúð©î£	ÎÞ	1
9	303	2019	12	17	2019	10	4	¿Õµ÷	469.4158652	483.1256146	ºúð©î£	ÎÞ	1
39	200	2019	4	22	2019	7	25	¿Õµ÷	847.9353437	248.9058638	ºúð©î£	ÎÞ	1
42	106	2019	12	7	2020	4	21	¿Õµ÷	908.1191744	5.621941486	ºúð©î£	ÎÞ	1
24	1002	2019	11	18	2019	10	26	¿Õµ÷	281.8824736	485.130163	ºúð©î£	ÎÞ	1
33	303	2019	6	11	2020	12	13	¿Õµ÷	383.9873525	295.4426639	ºúð©î£	ÎÞ	1
37	603	2019	10	23	2019	2	9	¿Õµ÷	206.1172857	82.18398935	ºúð©î£	ÎÞ	1
11	502	2020	11	12	2020	10	28	¿Õµ÷	636.6379825	130.3101128	ºúð©î£	ÎÞ	1
18	207	2020	7	24	2019	5	18	¿Õµ÷	232.4196067	480.9799784	ºúð©î£	ÎÞ	0
14	1004	2020	5	18	2019	4	18	¿Õµ÷	505.2881553	117.4270098	ºúð©î£	ÎÞ	1
7	309	2020	11	19	2020	12	27	¿Õµ÷	121.3808259	165.91785	ºúð©î£	ÎÞ	0
42	405	2020	9	15	2019	3	11	¿Õµ÷	862.6547905	250.4050831	ºúð©î£	ÎÞ	0
10	1007	2019	11	24	2020	7	3	¿Õµ÷	484.4689771	164.7714944	ºúð©î£	ÎÞ	1
6	608	2019	3	28	2019	11	20	¿Õµ÷	447.6161188	88.9926031	ºúð©î£	ÎÞ	1
39	1007	2020	3	14	2019	12	11	¿Õµ÷	987.8500923	302.7326724	ºúð©î£	ÎÞ	1
14	808	2019	8	11	2019	12	20	¿Õµ÷	811.115959	58.25995965	ºúð©î£	ÎÞ	0
14	904	2020	8	7	2020	1	12	¿Õµ÷	760.797679	96.63885711	ºúð©î£	ÎÞ	0
33	206	2019	10	12	2019	1	8	¿Õµ÷	580.4698415	411.9325519	ºúð©î£	ÎÞ	0
32	1009	2019	6	24	2020	4	1	¿Õµ÷	296.7064291	180.3123523	ºúð©î£	ÎÞ	0
29	1008	2020	6	22	2020	11	14	¿Õµ÷	593.2268392	262.0360667	ºúð©î£	ÎÞ	1
4	507	2020	11	2	2019	3	9	¿Õµ÷	441.6877876	422.7202116	ºúð©î£	ÎÞ	1
20	400	2019	6	13	2020	4	22	¿Õµ÷	770.9010786	182.7956634	ºúð©î£	ÎÞ	0
47	408	2020	10	13	2019	6	18	¿Õµ÷	977.1358588	36.97176999	ºúð©î£	ÎÞ	0
39	104	2019	5	25	2019	8	22	¿Õµ÷	710.8055683	64.01158629	ºúð©î£	ÎÞ	1
15	108	2020	2	24	2019	1	9	¿Õµ÷	257.1022245	457.4574518	ºúð©î£	ÎÞ	0
17	205	2020	8	12	2019	10	21	¿Õµ÷	323.8149139	197.0632212	ºúð©î£	ÎÞ	0
31	608	2020	4	1	2019	1	10	¿Õµ÷	169.1667604	210.5820263	ºúð©î£	ÎÞ	1
23	500	2019	1	22	2020	5	24	¿Õµ÷	580.4288742	263.4589528	ºúð©î£	ÎÞ	1
44	906	2020	10	25	2020	4	20	¿Õµ÷	429.642185	342.3954545	ºúð©î£	ÎÞ	0
20	109	2019	12	15	2019	12	9	¿Õµ÷	368.836684	89.71807607	ºúð©î£	ÎÞ	0
45	203	2019	6	3	2019	6	17	¿Õµ÷	450.3533028	297.8831434	ºúð©î£	ÎÞ	0
11	1005	2020	1	23	2020	6	23	¿Õµ÷	521.2605847	125.3830698	ºúð©î£	ÎÞ	1
49	600	2019	3	9	2020	2	15	¿Õµ÷	759.5634115	43.68796222	ºúð©î£	ÎÞ	1
48	209	2019	5	13	2019	12	2	¿Õµ÷	334.3551405	488.9134633	ºúð©î£	ÎÞ	1
38	1007	2020	7	23	2019	7	8	¿Õµ÷	293.3675269	310.1770177	ºúð©î£	ÎÞ	1
11	604	2019	11	9	2020	4	2	¿Õµ÷	80.35518652	116.4418252	ºúð©î£	ÎÞ	1
45	702	2019	7	6	2019	10	20	¿Õµ÷	643.6261987	285.6211706	ºúð©î£	ÎÞ	0
48	204	2020	1	22	2019	1	26	¿Õµ÷	145.4605348	445.9699314	ºúð©î£	ÎÞ	1
50	802	2019	7	26	2019	8	27	¿Õµ÷	877.7392375	467.5887684	ºúð©î£	ÎÞ	0
44	105	2020	10	6	2019	8	16	¿Õµ÷	801.3703886	249.2694117	ºúð©î£	ÎÞ	1
50	802	2019	9	18	2019	12	12	¿Õµ÷	180.1360172	215.3798035	ºúð©î£	ÎÞ	1
33	1003	2020	3	17	2019	5	2	¿Õµ÷	64.81426318	17.98867993	ºúð©î£	ÎÞ	1
22	1002	2020	7	23	2019	4	25	¿Õµ÷	821.7110401	289.305072	ºúð©î£	ÎÞ	1
14	502	2019	5	7	2019	2	15	¿Õµ÷	409.0661468	97.45464922	ºúð©î£	ÎÞ	0
22	106	2019	2	22	2019	10	7	¿Õµ÷	152.1594886	313.6327087	ºúð©î£	ÎÞ	1
39	502	2019	3	2	2019	6	9	¿Õµ÷	122.0539103	63.70533754	ºúð©î£	ÎÞ	0
31	600	2020	4	16	2019	4	4	¿Õµ÷	683.4524479	432.5987456	ºúð©î£	ÎÞ	0
19	107	2019	7	15	2020	4	2	¿Õµ÷	771.1385717	59.54616549	ºúð©î£	ÎÞ	1
29	1008	2020	1	25	2020	11	19	¿Õµ÷	148.0196634	266.392069	ºúð©î£	ÎÞ	1
6	402	2019	6	24	2019	12	8	¿Õµ÷	840.9299175	202.0741366	ºúð©î£	ÎÞ	0
11	807	2020	10	26	2020	11	16	¿Õµ÷	602.417918	405.5294117	ºúð©î£	ÎÞ	0
46	701	2019	8	11	2020	10	3	¿Õµ÷	235.282814	241.3371204	ºúð©î£	ÎÞ	0
7	400	2020	8	28	2020	12	11	¿Õµ÷	177.0400682	312.6124734	ºúð©î£	ÎÞ	0
50	500	2019	3	8	2020	4	15	¿Õµ÷	789.4166093	296.2894455	ºúð©î£	ÎÞ	0
38	102	2019	3	14	2019	1	17	¿Õµ÷	517.4580173	126.5524771	ºúð©î£	ÎÞ	1
50	308	2019	10	1	2020	11	14	¿Õµ÷	153.8590917	89.24175091	ºúð©î£	ÎÞ	0
27	1009	2020	4	17	2020	9	28	¿Õµ÷	894.2279991	29.36266161	ºúð©î£	ÎÞ	1
28	409	2020	10	19	2019	1	12	¿Õµ÷	719.9442164	384.8303275	ºúð©î£	ÎÞ	0
48	904	2019	1	21	2020	3	9	¿Õµ÷	662.8171758	2.831689915	ºúð©î£	ÎÞ	1
22	406	2019	2	7	2019	5	17	¿Õµ÷	474.8063205	238.2193444	ºúð©î£	ÎÞ	0
48	602	2020	6	4	2019	6	26	¿Õµ÷	575.3487379	107.57055	ºúð©î£	ÎÞ	1
28	1000	2020	2	17	2020	9	9	¿Õµ÷	593.4853679	4.930511257	ºúð©î£	ÎÞ	1
6	801	2020	9	18	2019	4	9	¿Õµ÷	203.9565162	379.772966	ºúð©î£	ÎÞ	1
27	907	2020	1	11	2020	2	26	¿Õµ÷	279.8362455	416.0494994	ºúð©î£	ÎÞ	0
50	408	2020	12	20	2019	11	28	¿Õµ÷	923.210081	37.70798365	ºúð©î£	ÎÞ	1
41	501	2019	10	8	2019	6	3	¿Õµ÷	168.3904897	131.8085579	ºúð©î£	ÎÞ	0
25	408	2020	11	2	2020	1	19	¿Õµ÷	728.6440731	404.1758375	ºúð©î£	ÎÞ	1
7	202	2019	9	28	2019	12	28	¿Õµ÷	228.674035	491.9946614	ºúð©î£	ÎÞ	1
22	805	2019	3	13	2019	8	19	¿Õµ÷	948.4319746	294.1319368	ºúð©î£	ÎÞ	1
17	1004	2019	3	4	2019	7	7	¿Õµ÷	798.0731245	28.4689114	ºúð©î£	ÎÞ	1
31	1007	2020	1	21	2020	2	21	¿Õµ÷	877.5974762	84.49293773	ºúð©î£	ÎÞ	0
9	1002	2019	2	11	2020	4	12	¿Õµ÷	144.8724249	220.9028627	ºúð©î£	ÎÞ	0
40	100	2019	1	1	2020	10	3	¿Õµ÷	102.8201226	361.6159726	ºúð©î£	ÎÞ	1
43	809	2019	7	15	2020	8	1	¿Õµ÷	664.2524973	239.1582762	ºúð©î£	ÎÞ	0
2	505	2019	6	5	2020	3	2	¿Õµ÷	240.505053	78.93700911	ºúð©î£	ÎÞ	0
31	1007	2020	5	5	2020	8	25	¿Õµ÷	594.7485124	197.1772072	ºúð©î£	ÎÞ	0
41	609	2019	9	14	2020	11	24	¿Õµ÷	872.2869862	53.22958583	ºúð©î£	ÎÞ	0
